Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Album Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Project Code	Product Code	Release Version	File Name	Volume	Track No.	Track Name	Track Audio Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Ownership For This Sound Recording	Country of Recording	Nationality of Original Copyright Owner	Songwriter(s)	Publisher(s)	Performer 1 Type	Performer 1 Legal Name	Performer 1 Main Role	Performer 2 Type	Performer 2 Legal Name	Performer 2 Main Role	Performer 3 Type	Performer 3 Legal Name	Performer 3 Main Role	Performer 4 Type	Performer 4 Legal Name	Performer 4 Main Role	Performer 5 Type	Performer 5 Legal Name	Performer 5 Main Role	Only Include/Only Exclude?	Territories (ISO Codes)	md5 Checksum	Filesize	Is Mastered for iTunes?	Mastering Studio Email-Address	Excluded DMS	Streaming allowed	Bundle Only
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_05.flac	1	5	We Will Rock You	English		футбол							Front	No	DEHT41101704	No	2016 Ma Chiato	I have no master rights	Germany	Germany	MAY, BRIAN HAROLD	QUEEN MUSIC LTD																Only Include	KZ|UA|BY|RU	6a6904d517ab58a709f8f65e5d1c8af4	16953129	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_06.flac	1	6	Ai Se Eu Te Pego	Portuguese		футбол							Front	No	DEHT41101705	No	2016 Ma Chiato	I have no master rights	Germany	Germany	ARCOVERDE, SHARON ACIOLY	LTDA EDITORA MUSICAL PANTTANAL																Only Include	KZ|UA|BY|RU	1fd28d34ebe8d1f161337ef1660070a6	22979341	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_07.flac	1	7	Football's Coming Home	English		футбол							Front	No	DEHT41101706	No	2016 Ma Chiato	I have no master rights	Germany	Germany	BROUDIE, IAN ZACHARY; BRIEGEL, HEINZ	CHRYSALIS MUSIC LTD																Only Include	KZ|UA|BY|RU	a4a7047b4e6b78f0179935d17a4a2632	26797305	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_08.flac	1	8	Waka Waka	English		футбол							Front	No	DEHT41101707	No	2016 Ma Chiato	I have no master rights	Germany	Germany	DOO BELLEY, EUGENE VICTOR; DREXLER, JORGE ABNER;	ANIWI MUSIC; EMI April																Only Include	KZ|UA|BY|RU	e2a8d8b0985079b67482da3f59d9117a	26179486	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_09.flac	1	9	Eu Quero Tchu, Eu Quero Tcha	Portuguese		футбол							Front	No	DEHT41101708	No	2016 Ma Chiato	I have no master rights	Germany	Germany	joao lucas; marcelo																	Only Include	KZ|UA|BY|RU	892a86b5709e9c8700cf33dd9bf2737b	20771424	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_10.flac	1	10	Seven Nation Army	English		футбол							Front	No	DEHT41101709	No	2016 Ma Chiato	I have no master rights	Germany	Germany	WHITE, JOHN ANTHONY	PEPPERMINT STRIPE MUSIC																Only Include	KZ|UA|BY|RU	7cda2f1956ff9b05a7a5d0726cf254cb	28803750	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_11.flac	1	11	Na Na Hey Hey Kiss Him Goodbye	English		футбол							Front	No	DEHT41101710	No	2016 Ma Chiato	I have no master rights	Germany	Germany	CARLO, GARY DE; FRASHUER, DALE	UNICHAPPELL MUSIC INC																Only Include	KZ|UA|BY|RU	4cadbfb3647b75fa8f474d7d7b0460b0	23642543	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_12.flac	1	12	Stand up for the Champions	English		футбол							Front	No	DEHT41101711	No	2016 Ma Chiato	I have no master rights	Germany	Germany	Fred Fairbass, Rob Manzoli	Kingsize																Only Include	KZ|UA|BY|RU	2536f5b36202c9489ac1174bc2125885	26899180	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_13.flac	1	13	Eye of the Tiger	English		футбол							Front	No	DEHT41101712	No	2016 Ma Chiato	I have no master rights	Germany	Germany	PETERIK, JIM; SULLIVAN, FRANIKE	SONY/ATV MELODY																Only Include	KZ|UA|BY|RU	cb59f79d3c1ac74386ea0e504b20d0c4	30266408	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_14.flac	1	14	We Are the Champions	English		футбол							Front	No	DEHT41101713	No	2016 Ma Chiato	I have no master rights	Germany	Germany	MERCURY, FREDERICK	QUEEN MUSIC LTD																Only Include	KZ|UA|BY|RU	d3683b81c7c2dccb2cb8e3b8848d74eb	20731776	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_15.flac	1	15	Highway to Hell	English		футбол							Front	No	DEHT41101714	No	2016 Ma Chiato	I have no master rights	Germany	Germany	SCOTT, RONALD BELFORD; YOUNG, ANGUS MCKINNON	J ALBERT AND SON PTY LTD																Only Include	KZ|UA|BY|RU	018e267b7bd12380e3765061dfbc3f7f	27915794	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_16.flac	1	16	The Bongo-Song	English		футбол							Front	No	DEHT41101715	No	2016 Ma Chiato	I have no master rights	Germany	Germany	FRIIS, MORTEN; PARSBERG, MICHAEL	RE-FLEX																Only Include	KZ|UA|BY|RU	fbf398823319a83fa86c743562dbd9c4	25446338	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_17.flac	1	17	Balada (Tche Tche Rere)	English		футбол							Front	No	DEHT41101716	No	2016 Ma Chiato	I have no master rights	Germany	Germany	Lima, Gusttave	LTDA EDITORA MUSICAL PANTTANAL																Only Include	KZ|UA|BY|RU	7e5818c003e1dba576e2d85f47bc4a4a	27779398	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_18.flac	1	18	Hey Baby	English		футбол							Front	No	DEHT41101717	No	2016 Ma Chiato	I have no master rights	Germany	Germany	Cobb,  Margaret;  Channel, Bruce	LE BILL MUSIC INC																Only Include	KZ|UA|BY|RU	780ab00e3fd5b751b5ff290f347d2e33	31384804	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_19.flac	1	19	When We Stand Together	English		футбол							Front	No	DEHT41101718	No	2016 Ma Chiato	I have no master rights	Germany	Germany	KROEGER, CHAD ROBERT; KROEGER, MICHAEL	ARM YOUR DILLO PUBLISHING INC																Only Include	KZ|UA|BY|RU	75ab2e83c269451347f9d30233b3d3f8	24740484	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
ч е Hits 2016 - мы выиграть трофей	English	футбол	Germany	Ma Chiato		футбол							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963937	4050486963937	1463579333468	1463579333468_00325EM16RU		1463579333468_01_20.flac	1	20	Ole, Ole, Ole (We Are the Champions)	English		футбол							Front	No	DEHT41101719	No	2016 Ma Chiato	I have no master rights	Germany	Germany	ARMATH; STEFFEN, HARRO	HANS KUSTERS MUSIC																Only Include	KZ|UA|BY|RU	fd87ba12b6152aeffc5647be43892c0b	23751807	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_01.flac	1	1	The Final Countdown	English		fotboll							Front	No	DEHT41101700	No	2016 Ma Chiato	I have no master rights	Germany	Germany	TEMPEST, JOEY; ZEMEK, TOMAS	SEVEN DOORS MUSIC; EMI MUSIC PUBLISHING GERMANY GMBH																Only Include	NO|FI|DK|SE	7b8f26c18b26d56cf89df5030c8ab5f5	32271526	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_02.flac	1	2	Rockin' All over the World	English		fotboll							Front	No	DEHT41101701	No	2016 Ma Chiato	I have no master rights	Germany	Germany	FOGERTY, JOHN	WENAHA MUSIC COMPANY																Only Include	NO|FI|DK|SE	58bfc709f3935dcb7dc85b32b10d4899	26262361	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_03.flac	1	3	Endless Summer	English		fotboll							Front	No	DEHT41101702	No	2016 Ma Chiato	I have no master rights	Germany	Germany	JACKSON, MARC F; LITTERSCHEIDT, ANDREAS; MAHLMANN, OCEANA	AL VON OSWALD EDITION																Only Include	NO|FI|DK|SE	68c3fca1d4ec3425e8fc96d03857cd99	28282077	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_04.flac	1	4	Wavin' Flag	English		fotboll							Front	No	DEHT41101703	No	2016 Ma Chiato	I have no master rights	Germany	Germany	MARS, BRUNO; DAVAL, JEAN GUILLAUME	67 SOUNDS; MUSIC FAMAMANEM																Only Include	NO|FI|DK|SE	fc8ec91e0bf9655524ad1987d99e3d50	28348925	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_05.flac	1	5	We Will Rock You	English		fotboll							Front	No	DEHT41101704	No	2016 Ma Chiato	I have no master rights	Germany	Germany	MAY, BRIAN HAROLD	QUEEN MUSIC LTD																Only Include	NO|FI|DK|SE	6a6904d517ab58a709f8f65e5d1c8af4	16953129	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_06.flac	1	6	Ai Se Eu Te Pego	Portuguese		fotboll							Front	No	DEHT41101705	No	2016 Ma Chiato	I have no master rights	Germany	Germany	ARCOVERDE, SHARON ACIOLY	LTDA EDITORA MUSICAL PANTTANAL																Only Include	NO|FI|DK|SE	1fd28d34ebe8d1f161337ef1660070a6	22979341	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_07.flac	1	7	Football's Coming Home	English		fotboll							Front	No	DEHT41101706	No	2016 Ma Chiato	I have no master rights	Germany	Germany	BROUDIE, IAN ZACHARY; BRIEGEL, HEINZ	CHRYSALIS MUSIC LTD																Only Include	NO|FI|DK|SE	a4a7047b4e6b78f0179935d17a4a2632	26797305	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_08.flac	1	8	Waka Waka	English		fotboll							Front	No	DEHT41101707	No	2016 Ma Chiato	I have no master rights	Germany	Germany	DOO BELLEY, EUGENE VICTOR; DREXLER, JORGE ABNER;	ANIWI MUSIC; EMI April																Only Include	NO|FI|DK|SE	e2a8d8b0985079b67482da3f59d9117a	26179486	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
EM Hits 2016 - Vi plockar cupen	English	fotboll	Germany	Ma Chiato		fotboll							2016-05-24	2016-05-24	No Pre-order			Mid/Front	Full Length	Ma Chiato	Pop	Pop	2016 Ma Chiato	4050486963920	4050486963920	1463576722111	1463576722111_00325EM16SE		1463576722111_01_09.flac	1	9	Eu Quero Tchu, Eu Quero Tcha	Portuguese		fotboll							Front	No	DEHT41101708	No	2016 Ma Chiato	I have no master rights	Germany	Germany	joao lucas; marcelo																	Only Include	NO|FI|DK|SE	892a86b5709e9c8700cf33dd9bf2737b	20771424	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
